filename,width,height,class,xmin,ymin,xmax,ymax
DaunPepaya (336).jpg,4032,3024,Daun Pepaya,642,534,3242,2690
DaunPepaya (337).jpg,3024,4032,Daun Pepaya,319,644,2477,3192
DaunPepaya (338).jpg,4032,3024,Daun Pepaya,830,346,3378,2510
DaunPepaya (339).jpg,4032,3024,Daun Pepaya,814,358,3386,2490
DaunPepaya (34).jpg,4032,3024,Daun Pepaya,1342,214,3542,2674
DaunPepaya (340).jpg,4032,3024,Daun Pepaya,818,338,3670,2698
DaunPepaya (341).jpg,4032,3024,Daun Pepaya,1010,174,3334,2894
DaunPepaya (342).jpg,4032,3024,Daun Pepaya,1006,222,3266,2934
DaunPepaya (343).jpg,4032,3024,Daun Pepaya,698,126,2962,2842
DaunPepaya (344).jpg,3024,4032,Daun Pepaya,172,676,2919,2955
DaunPepaya (345).jpg,4032,3024,Daun Pepaya,1062,158,3354,2906
DaunPepaya (346).jpg,4032,3024,Daun Pepaya,1046,154,3334,2894
DaunPepaya (347).jpg,4032,3024,Daun Pepaya,738,406,3730,2858
DaunPepaya (348).jpg,4032,3024,Daun Pepaya,1026,214,3242,2846
DaunPepaya (349).jpg,4032,3024,Daun Pepaya,866,154,3210,2918
DaunPepaya (35).jpg,4032,3024,Daun Pepaya,994,226,3298,2674
DaunPepaya (350).jpg,4032,3024,Daun Pepaya,834,506,3618,2366
DaunPepaya (351).jpg,4032,3024,Daun Pepaya,646,450,3806,2562
DaunPepaya (352).jpg,4032,3024,Daun Pepaya,802,398,3868,3024
DaunPepaya (353).jpg,4032,3024,Daun Pepaya,1134,382,4032,2994
DaunPepaya (354).jpg,3024,4032,Daun Pepaya,1,187,3024,4032
DaunPepaya (355).jpg,3024,4032,Daun Pepaya,251,171,3024,3648
DaunPepaya (356).jpg,3024,4032,Daun Pepaya,14,402,2814,3829
DaunPepaya (357).jpg,4032,3024,Daun Pepaya,638,1,3982,2922
DaunPepaya (358).jpg,4032,3024,Daun Pepaya,570,494,3274,2646
DaunPepaya (359).jpg,3024,4032,Daun Pepaya,414,587,2562,3223
DaunPepaya (36).jpg,4032,3024,Daun Pepaya,854,274,3266,2794
DaunPepaya (360).jpg,4032,3024,Daun Pepaya,778,410,3458,2538
DaunPepaya (361).jpg,3024,4032,Daun Pepaya,472,766,2609,3476
DaunPepaya (362).jpg,4032,3024,Daun Pepaya,886,326,3678,2566
DaunPepaya (363).jpg,3024,4032,Daun Pepaya,372,660,2735,3660
DaunPepaya (364).jpg,4032,3024,Daun Pepaya,726,162,3790,2606
DaunPepaya (365).jpg,3024,4032,Daun Pepaya,193,250,2651,3302
DaunPepaya (366).jpg,4032,3024,Daun Pepaya,550,354,3806,2906
DaunPepaya (367).jpg,4032,3024,Daun Pepaya,450,278,3794,2890
DaunPepaya (368).jpg,3024,4032,Daun Pepaya,130,676,2604,3818
DaunPepaya (369).jpg,3024,4032,Daun Pepaya,204,355,2751,3908
DaunPepaya (37).jpg,4032,3024,Daun Pepaya,1154,430,3398,2802
DaunPepaya (370).jpg,4032,3024,Daun Pepaya,598,590,4027,3024
DaunPepaya (371).jpg,4032,3024,Daun Pepaya,518,830,4025,3024
DaunPepaya (372).jpg,4032,3024,Daun Pepaya,674,634,3956,3024
DaunPepaya (373).jpg,4032,3024,Daun Pepaya,6,1,4010,2386
DaunPepaya (374).jpg,4032,3024,Daun Pepaya,434,234,4032,2896
DaunPepaya (375).jpg,3024,4032,Daun Pepaya,4,839,2683,3744
DaunPepaya (376).jpg,3024,4032,Daun Pepaya,51,897,2762,3755
DaunPepaya (377).jpg,3024,4032,Daun Pepaya,288,287,2983,3155
DaunPepaya (378).jpg,3024,4032,Daun Pepaya,4,602,2988,3713
DaunPepaya (379).jpg,3024,4032,Daun Pepaya,104,929,2883,3555
DaunPepaya (38).jpg,4032,3024,Daun Pepaya,986,222,3554,2690
DaunPepaya (380).jpg,3024,4032,Daun Pepaya,167,1329,2688,3681
DaunPepaya (381).jpg,3024,4032,Daun Pepaya,235,1139,2630,3681
DaunPepaya (382).jpg,3024,4032,Daun Pepaya,214,908,2751,3539
DaunPepaya (383).jpg,3024,4032,Daun Pepaya,288,534,2819,3134
DaunPepaya (384).jpg,3024,4032,Daun Pepaya,193,697,2719,3266
DaunPepaya (385).jpg,3024,4032,Daun Pepaya,272,808,2762,3429
DaunPepaya (386).jpg,3024,4032,Daun Pepaya,262,581,2778,3165
DaunPepaya (387).jpg,3024,4032,Daun Pepaya,198,1113,2830,3460
DaunPepaya (388).jpg,3024,4032,Daun Pepaya,162,1276,2814,3560
DaunPepaya (389).jpg,3024,4032,Daun Pepaya,4,1192,2856,3702
DaunPepaya (39).jpg,4032,3024,Daun Pepaya,882,326,3474,2806
DaunPepaya (390).jpg,4032,3024,Daun Pepaya,1574,62,4032,2856
DaunPepaya (391).jpg,3024,4032,Daun Pepaya,193,1292,2741,3555
DaunPepaya (392).jpg,4032,3024,Daun Pepaya,1390,74,3934,2898
DaunPepaya (393).jpg,4032,3024,Daun Pepaya,1422,154,3858,2942
DaunPepaya (394).jpg,4032,3024,Daun Pepaya,1210,170,3726,2930
DaunPepaya (395).jpg,3024,4032,Daun Pepaya,130,1255,2930,3502
DaunPepaya (396).jpg,4032,3024,Daun Pepaya,1070,126,3622,2986
DaunPepaya (397).jpg,3024,4032,Daun Pepaya,19,1250,2730,3502
DaunPepaya (398).jpg,3024,4032,Daun Pepaya,214,1087,3019,3423
DaunPepaya (399).jpg,3024,4032,Daun Pepaya,272,1081,3024,3307
DaunPepaya (4).jpg,4032,3024,Daun Pepaya,1110,58,3626,2878
DaunPepaya (40).jpg,3024,4032,Daun Pepaya,319,908,2704,3355
DaunPepaya (400).jpg,3024,4032,Daun Pepaya,204,1234,2851,3402
DaunPepaya (401).jpg,4032,3024,Daun Pepaya,1306,294,3410,2798
DaunPepaya (402).jpg,4032,3024,Daun Pepaya,1458,182,3526,2694
DaunPepaya (403).jpg,4032,3024,Daun Pepaya,350,130,2718,3010
DaunPepaya (404).jpg,3024,4032,Daun Pepaya,41,360,2914,2702
DaunPepaya (405).jpg,4032,3024,Daun Pepaya,1298,2,3670,2870
DaunPepaya (406).jpg,3024,4032,Daun Pepaya,104,1292,3024,3618
DaunPepaya (407).jpg,4032,3024,Daun Pepaya,1146,126,3426,2858
DaunPepaya (408).jpg,3024,4032,Daun Pepaya,435,1723,2841,3766
DaunPepaya (409).jpg,3024,4032,Daun Pepaya,177,239,2593,2313
DaunPepaya (41).jpg,4032,3024,Daun Pepaya,1242,38,3682,2766
DaunPepaya (410).jpg,4032,3024,Daun Pepaya,1250,214,3462,2826
DaunPepaya (411).jpg,4032,3024,Daun Pepaya,1234,146,3438,2814
DaunPepaya (412).jpg,3024,4032,Daun Pepaya,314,1160,3024,3535
DaunPepaya (413).jpg,3024,4032,Daun Pepaya,4,466,2714,2860
DaunPepaya (414).jpg,4032,3024,Daun Pepaya,1346,74,3566,2674
DaunPepaya (415).jpg,4032,3024,Daun Pepaya,1282,42,3686,2882
DaunPepaya (416).jpg,4032,3024,Daun Pepaya,1498,98,3794,2778
DaunPepaya (417).jpg,4032,3024,Daun Pepaya,926,70,3405,3024
DaunPepaya (418).jpg,4032,3024,Daun Pepaya,930,58,3537,3024
DaunPepaya (419).jpg,4032,3024,Daun Pepaya,1074,22,3470,2974
DaunPepaya (42).jpg,4032,3024,Daun Pepaya,1462,38,3798,2686
DaunPepaya (420).jpg,4032,3024,Daun Pepaya,1118,258,3363,3024
DaunPepaya (421).jpg,4032,3024,Daun Pepaya,1194,298,3386,3002
DaunPepaya (422).jpg,4032,3024,Daun Pepaya,1146,90,3558,3010
DaunPepaya (423).jpg,4032,3024,Daun Pepaya,1594,238,3846,2778
DaunPepaya (423).jpg,4032,3024,Daun Pepaya,762,1746,1894,3022
DaunPepaya (424).jpg,3024,4032,Daun Pepaya,951,2118,2841,3860
DaunPepaya (424).jpg,3024,4032,Daun Pepaya,204,544,1825,2197
DaunPepaya (425).jpg,3024,4032,Daun Pepaya,141,444,1851,2129
DaunPepaya (425).jpg,3024,4032,Daun Pepaya,919,2118,2914,3850
DaunPepaya (426).jpg,3024,4032,Daun Pepaya,1224,1939,2782,3513
DaunPepaya (426).jpg,3024,4032,Daun Pepaya,156,181,2083,1966
DaunPepaya (427).jpg,4032,3024,Daun Pepaya,570,1170,2166,2774
DaunPepaya (427).jpg,4032,3024,Daun Pepaya,2166,118,3882,2050
DaunPepaya (428).jpg,3024,4032,Daun Pepaya,551,113,2488,2244
DaunPepaya (428).jpg,3024,4032,Daun Pepaya,772,2334,2335,3829
DaunPepaya (429).jpg,3024,4032,Daun Pepaya,567,1797,2514,3866
DaunPepaya (429).jpg,3024,4032,Daun Pepaya,819,281,2351,1687
DaunPepaya (43).jpg,4032,3024,Daun Pepaya,1310,310,3366,2634
DaunPepaya (430).jpg,4032,3024,Daun Pepaya,546,506,2414,2278
DaunPepaya (430).jpg,4032,3024,Daun Pepaya,2382,810,3850,2330
DaunPepaya (431).jpg,4032,3024,Daun Pepaya,354,630,2218,2342
DaunPepaya (431).jpg,4032,3024,Daun Pepaya,2338,846,3766,2366
DaunPepaya (432).jpg,3024,4032,Daun Pepaya,604,2271,2256,3860
DaunPepaya (432).jpg,3024,4032,Daun Pepaya,630,497,2235,2218
DaunPepaya (433).jpg,3024,4032,Daun Pepaya,772,334,2525,2160
DaunPepaya (433).jpg,3024,4032,Daun Pepaya,735,2160,2472,3655
DaunPepaya (434).jpg,4032,3024,Daun Pepaya,1102,238,3238,2754
DaunPepaya (435).jpg,4032,3024,Daun Pepaya,646,114,3454,2994
DaunPepaya (436).jpg,4032,3024,Daun Pepaya,682,130,3366,2870
DaunPepaya (437).jpg,3024,4032,Daun Pepaya,362,981,2693,3318
DaunPepaya (438).jpg,4032,3024,Daun Pepaya,1286,358,3570,2654
DaunPepaya (439).jpg,3024,4032,Daun Pepaya,604,1497,2767,3687
DaunPepaya (44).jpg,4032,3024,Daun Pepaya,1646,258,3566,2434
DaunPepaya (440).jpg,3024,4032,Daun Pepaya,14,502,2798,3508
DaunPepaya (441).jpg,3024,4032,Daun Pepaya,235,808,2625,3323
DaunPepaya (442).jpg,3024,4032,Daun Pepaya,293,813,2809,3471
DaunPepaya (443).jpg,4032,3024,Daun Pepaya,586,282,3218,2810
DaunPepaya (444).jpg,3024,4032,Daun Pepaya,183,587,2762,3192
DaunPepaya (445).jpg,4032,3024,Daun Pepaya,814,206,3490,2762
DaunPepaya (446).jpg,3024,4032,Daun Pepaya,83,734,2925,3602
DaunPepaya (447).jpg,4032,3024,Daun Pepaya,898,286,3386,2770
DaunPepaya (448).jpg,3024,4032,Daun Pepaya,183,602,2730,3239
DaunPepaya (449).jpg,4032,3024,Daun Pepaya,886,318,3546,2938
DaunPepaya (45).jpg,4032,3024,Daun Pepaya,1386,482,3350,2794
DaunPepaya (450).jpg,3024,4032,Daun Pepaya,241,976,2741,3518
DaunPepaya (451).jpg,4032,3024,Daun Pepaya,830,402,3607,3024
DaunPepaya (452).jpg,4032,3024,Daun Pepaya,1186,230,3422,2862
DaunPepaya (453).jpg,4032,3024,Daun Pepaya,774,462,3238,2694
DaunPepaya (454).jpg,3024,4032,Daun Pepaya,62,1039,2819,3587
DaunPepaya (455).jpg,3024,4032,Daun Pepaya,183,913,2714,3329
DaunPepaya (456).jpg,4032,3024,Daun Pepaya,930,358,3386,2874
DaunPepaya (457).jpg,4032,3024,Daun Pepaya,894,146,3510,2906
DaunPepaya (458).jpg,4032,3024,Daun Pepaya,830,94,3514,2878
DaunPepaya (459).jpg,4032,3024,Daun Pepaya,946,178,3678,2998
DaunPepaya (46).jpg,3024,4032,Daun Pepaya,230,1344,1451,2718
DaunPepaya (46).jpg,3024,4032,Daun Pepaya,1430,1323,2935,3008
DaunPepaya (460).jpg,4032,3024,Daun Pepaya,1094,86,3626,2670
DaunPepaya (461).jpg,4032,3024,Daun Pepaya,930,78,3470,2782
DaunPepaya (462).jpg,4032,3024,Daun Pepaya,1070,10,3618,2650
DaunPepaya (463).jpg,4032,3024,Daun Pepaya,1062,50,3530,2654
DaunPepaya (464).jpg,4032,3024,Daun Pepaya,642,10,3490,2922
DaunPepaya (465).jpg,4032,3024,Daun Pepaya,1066,122,3426,2574
DaunPepaya (466).jpg,4032,3024,Daun Pepaya,1038,370,3550,2706
DaunPepaya (467).jpg,4032,3024,Daun Pepaya,1578,334,3710,2670
DaunPepaya (468).jpg,4032,3024,Daun Pepaya,1138,190,3478,2766
DaunPepaya (469).jpg,4032,3024,Daun Pepaya,1282,254,3458,2702
DaunPepaya (47).jpg,3024,4032,Daun Pepaya,56,1060,1619,2676
DaunPepaya (47).jpg,3024,4032,Daun Pepaya,1551,1260,2872,2602
DaunPepaya (470).jpg,3024,4032,Daun Pepaya,235,850,2767,3308
DaunPepaya (471).jpg,4032,3024,Daun Pepaya,966,206,3458,2682
DaunPepaya (472).jpg,4032,3024,Daun Pepaya,1238,350,3330,2618
DaunPepaya (48).jpg,4032,3024,Daun Pepaya,1686,290,3274,1674
DaunPepaya (48).jpg,4032,3024,Daun Pepaya,1870,1738,3046,2926
DaunPepaya (49).jpg,4032,3024,Daun Pepaya,1930,1730,3190,2974
DaunPepaya (49).jpg,4032,3024,Daun Pepaya,1810,218,3426,1678
DaunPepaya (5).jpg,4032,3024,Daun Pepaya,962,194,3514,2734
DaunPepaya (50).jpg,4032,3024,Daun Pepaya,226,790,1742,2278
DaunPepaya (50).jpg,4032,3024,Daun Pepaya,1814,634,3434,2410
DaunPepaya (51).jpg,4032,3024,Daun Pepaya,98,826,1846,2426
DaunPepaya (51).jpg,4032,3024,Daun Pepaya,1858,602,3686,2574
DaunPepaya (52).jpg,4031,3023,Daun Pepaya,77,509,2065,2641
DaunPepaya (52).jpg,4031,3023,Daun Pepaya,2125,661,4005,2389
DaunPepaya (53).jpg,4032,3024,Daun Pepaya,1942,374,3942,2546
DaunPepaya (53).jpg,4032,3024,Daun Pepaya,30,618,1938,2346
DaunPepaya (54).jpg,4032,3024,Daun Pepaya,538,66,3210,2666
DaunPepaya (55).jpg,4032,3024,Daun Pepaya,786,274,3318,2646
DaunPepaya (56).jpg,4032,3024,Daun Pepaya,706,302,3234,2738
DaunPepaya (57).jpg,4032,3024,Daun Pepaya,806,390,3326,2814
DaunPepaya (58).jpg,4032,3024,Daun Pepaya,1078,110,3622,2870
DaunPepaya (59).jpg,4032,3024,Daun Pepaya,430,102,3030,2926
DaunPepaya (6).jpg,4032,3024,Daun Pepaya,1286,58,3590,2818
DaunPepaya (60).jpg,4032,3024,Daun Pepaya,998,82,3594,2922
DaunPepaya (61).jpg,4032,3024,Daun Pepaya,1110,318,3702,2698
DaunPepaya (62).jpg,3024,4032,Daun Pepaya,67,750,2956,3402
DaunPepaya (63).jpg,4032,3024,Daun Pepaya,838,154,3438,2894
DaunPepaya (64).jpg,4032,3024,Daun Pepaya,702,126,3698,2926
DaunPepaya (65).jpg,4032,3024,Daun Pepaya,726,286,3510,2818
DaunPepaya (66).jpg,3024,4032,Daun Pepaya,272,1260,2841,3481
DaunPepaya (67).jpg,4032,3024,Daun Pepaya,1510,298,3546,2686
DaunPepaya (68).jpg,4032,3024,Daun Pepaya,1002,858,3366,2874
DaunPepaya (69).jpg,4032,3024,Daun Pepaya,1502,138,3838,2910
DaunPepaya (7).jpg,3024,4032,Daun Pepaya,162,1181,2556,3502
DaunPepaya (70).jpg,4032,3024,Daun Pepaya,1442,214,3686,2898
DaunPepaya (71).jpg,3024,4032,Daun Pepaya,14,713,2972,3576
DaunPepaya (72).jpg,4032,3024,Daun Pepaya,698,106,3549,3024
DaunPepaya (73).jpg,4032,3024,Daun Pepaya,334,62,3426,2970
DaunPepaya (74).jpg,4032,3024,Daun Pepaya,430,94,3414,2902
DaunPepaya (75).jpg,4032,3024,Daun Pepaya,790,186,3434,3018
DaunPepaya (75).jpg,4032,3024,Daun Jarak,98,2,786,810
DaunPepaya (75).jpg,4032,3024,Daun Jarak,842,10,1694,462
DaunPepaya (76).jpg,4032,3024,Daun Jarak,834,126,1474,926
DaunPepaya (76).jpg,4032,3024,Daun Jarak,1470,6,2338,562
DaunPepaya (76).jpg,4032,3024,Daun Pepaya,1162,330,3726,2998
DaunPepaya (77).jpg,4032,3024,Daun Pepaya,1182,546,3490,2874
DaunPepaya (78).jpg,3024,4032,Daun Pepaya,167,981,2719,3413
DaunPepaya (79).jpg,3024,4032,Daun Pepaya,41,1497,1593,3002
DaunPepaya (79).jpg,3024,4032,Daun Pepaya,1498,1766,2925,3002
DaunPepaya (8).jpg,4032,3024,Daun Pepaya,1126,2,3618,2878
DaunPepaya (80).jpg,3024,4032,Daun Pepaya,98,1002,1467,2318
DaunPepaya (80).jpg,3024,4032,Daun Pepaya,1430,981,3024,2523
DaunPepaya (81).jpg,4032,3024,Daun Pepaya,1582,1514,3119,3024
DaunPepaya (81).jpg,4032,3024,Daun Pepaya,1774,142,3022,1510
DaunPepaya (82).jpg,4032,3024,Daun Pepaya,1842,210,3170,1558
DaunPepaya (83).jpg,4032,3024,Daun Pepaya,486,882,2186,2402
DaunPepaya (83).jpg,4032,3024,Daun Pepaya,2150,814,3630,2210
DaunPepaya (84).jpg,4032,3024,Daun Pepaya,558,854,2014,2194
DaunPepaya (84).jpg,4032,3024,Daun Pepaya,1986,686,3710,2318
DaunPepaya (85).jpg,4032,3024,Daun Pepaya,2034,710,3794,2338
DaunPepaya (85).jpg,4032,3024,Daun Pepaya,358,946,1854,2274
DaunPepaya (86).jpg,4032,3024,Daun Pepaya,338,930,1834,2214
DaunPepaya (86).jpg,4032,3024,Daun Pepaya,2042,782,3810,2350
DaunPepaya (87).jpg,4032,3024,Daun Pepaya,178,682,1690,2090
DaunPepaya (87).jpg,4032,3024,Daun Pepaya,1818,478,3542,2030
DaunPepaya (88).jpg,4032,3024,Daun Pepaya,894,390,3094,2466
DaunPepaya (89).jpg,4032,3024,Daun Pepaya,882,286,3322,2578
DaunPepaya (9).jpg,4032,3024,Daun Pepaya,1210,114,3578,2810
DaunPepaya (90).jpg,4032,3024,Daun Pepaya,850,182,3454,2746
DaunPepaya (91).jpg,4032,3024,Daun Pepaya,1278,490,3438,2754
DaunPepaya (92).jpg,4032,3024,Daun Pepaya,1202,210,3602,2746
DaunPepaya (93).jpg,4032,3024,Daun Pepaya,894,234,3622,2866
DaunPepaya (94).jpg,4032,3024,Daun Pepaya,222,674,1890,2250
DaunPepaya (94).jpg,4032,3024,Daun Pepaya,1986,594,3910,2502
DaunPepaya (95).jpg,4032,3024,Daun Pepaya,66,530,1882,2334
DaunPepaya (95).jpg,4032,3024,Daun Pepaya,1974,750,3590,2234
DaunPepaya (96).jpg,4032,3024,Daun Pepaya,450,742,2054,2270
DaunPepaya (96).jpg,4032,3024,Daun Pepaya,2154,654,3946,2498
DaunPepaya (97).jpg,4032,3024,Daun Pepaya,1330,1638,2490,2870
DaunPepaya (97).jpg,4032,3024,Daun Pepaya,1202,90,2650,1530
DaunPepaya (98).jpg,4032,3024,Daun Pepaya,842,478,3130,2594
DaunPepaya (99).jpg,4032,3024,Daun Pepaya,1170,298,3658,2834
DaunPepayaJepang (1).jpg,4032,3024,Daun Pepaya Jepang,1090,22,3302,2590
DaunPepayaJepang (10).jpg,4032,3024,Daun Pepaya Jepang,886,310,3618,2958
DaunPepayaJepang (100).jpg,4032,3024,Daun Pepaya Jepang,1130,230,3138,2438
DaunPepayaJepang (101).jpg,4032,3024,Daun Pepaya Jepang,1030,570,3630,2738
DaunPepayaJepang (102).jpg,4032,3024,Daun Pepaya Jepang,582,294,3166,2742
DaunPepayaJepang (103).jpg,4032,3024,Daun Pepaya Jepang,450,470,3266,2978
DaunPepayaJepang (104).jpg,4032,3024,Daun Pepaya Jepang,550,1250,2194,2450
DaunPepayaJepang (104).jpg,4032,3024,Daun Pepaya Jepang,2518,1314,3466,2554
DaunPepayaJepang (104).jpg,4032,3024,Daun Pepaya Jepang,2618,314,3522,1482
DaunPepayaJepang (104).jpg,4032,3024,Daun Pepaya Jepang,1322,14,2654,1202
DaunPepayaJepang (105).jpg,4032,3024,Daun Pepaya Jepang,434,1154,1982,2398
DaunPepayaJepang (105).jpg,4032,3024,Daun Pepaya Jepang,1742,586,2762,2246
DaunPepayaJepang (105).jpg,4032,3024,Daun Pepaya Jepang,2430,1318,3474,2538
DaunPepayaJepang (105).jpg,4032,3024,Daun Pepaya Jepang,2510,242,3494,1394
DaunPepayaJepang (105).jpg,4032,3024,Daun Pepaya Jepang,1134,14,2530,1098
DaunPepayaJepang (106).jpg,4032,3024,Daun Pepaya Jepang,2378,1494,3402,2630
DaunPepayaJepang (106).jpg,4032,3024,Daun Pepaya Jepang,2414,382,3474,1606
DaunPepayaJepang (106).jpg,4032,3024,Daun Pepaya Jepang,1046,10,2438,1410
DaunPepayaJepang (106).jpg,4032,3024,Daun Pepaya Jepang,1654,914,2642,2386
DaunPepayaJepang (106).jpg,4032,3024,Daun Pepaya Jepang,474,1454,1902,2506
DaunPepayaJepang (107).jpg,4032,3024,Daun Pepaya Jepang,354,954,2090,2490
DaunPepayaJepang (107).jpg,4032,3024,Daun Pepaya Jepang,1750,1022,3506,2418
DaunPepayaJepang (107).jpg,4032,3024,Daun Pepaya Jepang,414,18,2778,1270
DaunPepayaJepang (108).jpg,4032,3024,Daun Pepaya Jepang,710,1526,2070,2474
DaunPepayaJepang (108).jpg,4032,3024,Daun Pepaya Jepang,1850,1434,3098,2506
DaunPepayaJepang (108).jpg,4032,3024,Daun Pepaya Jepang,2050,62,3666,1462
DaunPepayaJepang (108).jpg,4032,3024,Daun Pepaya Jepang,810,634,2582,1722
DaunPepayaJepang (109).jpg,4032,3024,Daun Pepaya Jepang,906,114,3246,2770
DaunPepayaJepang (11).jpg,4032,3024,Daun Pepaya Jepang,978,30,3662,2434
DaunPepayaJepang (110).jpg,4032,3024,Daun Pepaya Jepang,1082,518,3402,2650
DaunPepayaJepang (110).jpg,4032,3024,Daun Pepaya Jepang,886,1982,1658,2650
DaunPepayaJepang (110).jpg,4032,3024,Daun Pepaya Jepang,558,1262,1242,2074
DaunPepayaJepang (111).jpg,4032,3024,Daun Pepaya Jepang,726,446,2770,2542
DaunPepayaJepang (112).jpg,4032,3024,Daun Pepaya Jepang,1002,622,3534,2710
DaunPepayaJepang (113).jpg,4032,3024,Daun Pepaya Jepang,470,194,2298,2018
DaunPepayaJepang (113).jpg,4032,3024,Daun Pepaya Jepang,2286,914,3318,2162
DaunPepayaJepang (113).jpg,4032,3024,Daun Pepaya Jepang,1238,2042,1866,2486
DaunPepayaJepang (114).jpg,4032,3024,Daun Pepaya Jepang,766,306,3266,2862
DaunPepayaJepang (115).jpg,4032,3024,Daun Pepaya Jepang,782,386,3098,2770
DaunPepayaJepang (116).jpg,4032,3024,Daun Pepaya Jepang,790,178,3382,2722
DaunPepayaJepang (117).jpg,4032,3024,Daun Pepaya Jepang,830,250,3606,2906
DaunPepayaJepang (118).jpg,4032,3024,Daun Pepaya Jepang,398,142,3242,2994
DaunPepayaJepang (119).jpg,4032,3024,Daun Pepaya Jepang,874,210,3178,2970
DaunPepayaJepang (12).jpg,4032,3024,Daun Pepaya Jepang,1314,334,3526,2370
DaunPepayaJepang (120).jpg,4032,3024,Daun Pepaya Jepang,682,354,3466,2762
DaunPepayaJepang (121).jpg,4032,3024,Daun Pepaya Jepang,790,134,2910,2698
DaunPepayaJepang (122).jpg,4032,3024,Daun Pepaya Jepang,750,354,3742,2814
DaunPepayaJepang (123).jpg,4032,3024,Daun Pepaya Jepang,690,314,3850,2994
DaunPepayaJepang (124).jpg,4032,3024,Daun Pepaya Jepang,974,158,3306,2914
DaunPepayaJepang (125).jpg,4032,3024,Daun Pepaya Jepang,566,54,3217,3024
DaunPepayaJepang (126).jpg,4032,3024,Daun Pepaya Jepang,550,226,3073,3024
DaunPepayaJepang (127).jpg,4032,3024,Daun Pepaya Jepang,14,2,4032,3006
DaunPepayaJepang (128).jpg,4032,3024,Daun Pepaya Jepang,10,18,4032,3004
DaunPepayaJepang (129).jpg,4032,3024,Daun Pepaya Jepang,642,18,3482,2882
DaunPepayaJepang (13).jpg,4032,3024,Daun Pepaya Jepang,1018,226,3170,2414
DaunPepayaJepang (130).jpg,4032,3024,Daun Pepaya Jepang,10,14,4032,3022
DaunPepayaJepang (131).jpg,4032,3024,Daun Pepaya Jepang,6,22,3630,3024
DaunPepayaJepang (132).jpg,4032,3024,Daun Pepaya Jepang,594,150,3298,3022
DaunPepayaJepang (133).jpg,4032,3024,Daun Pepaya Jepang,746,190,3118,2714
DaunPepayaJepang (134).jpg,4032,3024,Daun Pepaya Jepang,790,10,3558,2866
DaunPepayaJepang (135).jpg,4032,3024,Daun Pepaya Jepang,874,310,3322,2802
DaunPepayaJepang (136).jpg,4032,3024,Daun Pepaya Jepang,6,10,3716,3024
DaunPepayaJepang (137).jpg,4032,3024,Daun Pepaya Jepang,858,222,3414,2886
DaunPepayaJepang (138).jpg,4032,3024,Daun Pepaya Jepang,870,190,3411,3024
DaunPepayaJepang (139).jpg,4032,3024,Daun Pepaya Jepang,958,86,3366,2750
DaunPepayaJepang (14).jpg,4032,3024,Daun Pepaya Jepang,806,378,3166,2854
DaunPepayaJepang (140).jpg,4032,3024,Daun Pepaya Jepang,966,354,3254,2710
DaunPepayaJepang (141).jpg,4032,3024,Daun Pepaya Jepang,754,146,3366,2954
DaunPepayaJepang (142).jpg,4032,3024,Daun Pepaya Jepang,622,262,3154,2926
DaunPepayaJepang (143).jpg,4032,3024,Daun Pepaya Jepang,914,238,3302,2874
DaunPepayaJepang (144).jpg,4032,3024,Daun Pepaya Jepang,878,226,3410,2846
DaunPepayaJepang (145).jpg,3024,4032,Daun Pepaya Jepang,262,1071,2577,3202
DaunPepayaJepang (146).jpg,4032,3024,Daun Pepaya Jepang,830,250,2942,2562
DaunPepayaJepang (147).jpg,3024,4032,Daun Pepaya Jepang,188,492,2977,3508
DaunPepayaJepang (148).jpg,4032,3024,Daun Pepaya Jepang,502,174,3538,2958
DaunPepayaJepang (149).jpg,4032,3024,Daun Pepaya Jepang,498,62,3546,2834
DaunPepayaJepang (15).jpg,4032,3024,Daun Pepaya Jepang,1066,258,3282,2474
DaunPepayaJepang (150).jpg,4032,3024,Daun Pepaya Jepang,514,182,3510,2938
DaunPepayaJepang (151).jpg,4032,3024,Daun Pepaya Jepang,14,6,4022,3024
DaunPepayaJepang (152).jpg,4032,3024,Daun Pepaya Jepang,914,78,3294,2634
DaunPepayaJepang (153).jpg,4032,3024,Daun Pepaya Jepang,1110,306,3602,2942
DaunPepayaJepang (154).jpg,4032,3024,Daun Pepaya Jepang,702,98,3318,2806
DaunPepayaJepang (155).jpg,4032,3024,Daun Pepaya Jepang,14,278,3438,3024
DaunPepayaJepang (156).jpg,4032,3024,Daun Pepaya Jepang,894,154,3474,2994
DaunPepayaJepang (157).jpg,4032,3024,Daun Pepaya Jepang,926,46,3654,2990
DaunPepayaJepang (158).jpg,4032,3024,Daun Pepaya Jepang,750,38,3342,2830
DaunPepayaJepang (159).jpg,4032,3024,Daun Pepaya Jepang,570,6,3813,3024
DaunPepayaJepang (16).jpg,4032,3024,Daun Pepaya Jepang,998,374,3170,2566
DaunPepayaJepang (160).jpg,4032,3024,Daun Pepaya Jepang,962,106,3358,2898
DaunPepayaJepang (161).jpg,4032,3024,Daun Pepaya Jepang,870,122,3494,2914
DaunPepayaJepang (162).jpg,4032,3024,Daun Pepaya Jepang,1278,78,3642,2754
DaunPepayaJepang (163).jpg,4032,3024,Daun Pepaya Jepang,1098,126,3502,2994
DaunPepayaJepang (164).jpg,4032,3024,Daun Pepaya Jepang,838,2,3462,2938
